2025-10-29 17:12:30,926 - aether_2 - INFO - 📊 CSV execution log: logs/execution_log_2025-10-29.csv
2025-10-29 17:12:31,905 - urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): oauth2.googleapis.com:443
2025-10-29 17:12:32,027 - urllib3.connectionpool - DEBUG - https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
2025-10-29 17:12:32,255 - aether_2 - INFO - GEMINI_API_KEY secret loaded successfully
2025-10-29 17:12:32,256 - aether_2 - INFO - 🎯 Starting Aether2 pipeline with input: inputs/combined_data.json
2025-10-29 17:12:32,257 - aether_2 - INFO - 📊 Loaded patient data with 2 main sections
2025-10-29 17:12:32,257 - aether_2 - INFO - 👤 Processing patient: test-user-id
2025-10-29 17:12:32,257 - aether_2 - INFO - 🔧 Starting preprocessing pipeline...
2025-10-29 17:12:32,258 - aether_2 - INFO - ✅ Biomarker evaluation complete
2025-10-29 17:12:32,259 - aether_2 - INFO - ✅ User profile compilation complete
2025-10-29 17:12:32,261 - aether_2 - INFO - ✅ Focus areas evaluation complete
2025-10-29 17:12:32,261 - aether_2 - INFO - 🚀 Initializing Aether2 crew...
2025-10-29 17:12:32,753 - urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): oauth2.googleapis.com:443
2025-10-29 17:12:32,857 - urllib3.connectionpool - DEBUG - https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
2025-10-29 17:12:32,872 - httpcore.connection - DEBUG - connect_tcp.started host='us-central1-aiplatform.googleapis.com' port=443 local_address=None timeout=600.0 socket_options=None
2025-10-29 17:12:32,880 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x11d05c690>
2025-10-29 17:12:32,880 - httpcore.connection - DEBUG - start_tls.started ssl_context=<ssl.SSLContext object at 0x11cf9ab10> server_hostname='us-central1-aiplatform.googleapis.com' timeout=600.0
2025-10-29 17:12:32,897 - httpcore.connection - DEBUG - start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x11cf5f6f0>
2025-10-29 17:12:32,897 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2025-10-29 17:12:32,897 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-10-29 17:12:32,897 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2025-10-29 17:12:32,897 - httpcore.http11 - DEBUG - send_request_body.complete
2025-10-29 17:12:32,897 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2025-10-29 17:12:33,960 - urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): telemetry.crewai.com:4319
2025-10-29 17:12:33,985 - urllib3.connectionpool - DEBUG - https://telemetry.crewai.com:4319 "POST /v1/traces HTTP/1.1" 200 2
2025-10-29 17:12:40,218 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=UTF-8'), (b'Vary', b'Origin'), (b'Vary', b'X-Origin'), (b'Vary', b'Referer'), (b'Content-Encoding', b'gzip'), (b'Date', b'Thu, 30 Oct 2025 00:12:40 GMT'), (b'Server', b'scaffolding on HTTPServer2'), (b'X-XSS-Protection', b'0'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Content-Type-Options', b'nosniff'), (b'Alt-Svc', b'h3=":443"; ma=2592000,h3-29=":443"; ma=2592000'), (b'Transfer-Encoding', b'chunked')])
2025-10-29 17:12:40,219 - httpx - INFO - HTTP Request: POST https://us-central1-aiplatform.googleapis.com/v1/projects/singular-object-456719-i6/locations/us-central1/publishers/google/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-29 17:12:40,219 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
